province,city,pm25,pm10,so2,no2,co,o3,temp,rh,psfc,u,v,time
廣東|广东,惠州市,43.93843913333333,60.78662823333333,13.378913899999999,20.000339466666667,0.9402182006666666,65.27240499999999,291.799105,62.25788373333333,99726.0529,-4.619049986666667,-5.78123018,2013-11-01
廣東|广东,揭阳市,56.947949466666664,82.81041373333333,21.05400225,25.282107333333332,1.2484043950000001,66.49116646666667,292.5849593333333,65.09785976666667,100444.15086666666,-4.537143133333333,-5.538210933333334,2013-11-01
廣東|广东,梅州市,43.05942256666666,58.66395536666666,16.54343293333333,16.971416233333333,0.9650293876666667,64.19558193333333,290.5022323333333,65.20523513333333,98296.93650000001,-2.471923857666667,-3.9413893233333335,2013-11-01
廣東|广东,汕头市,43.67053893333333,67.86021243333333,19.234273283333334,25.3140274,0.983228742,64.56846473333333,293.17041766666665,67.12115416666667,101442.55563333334,-5.59383727,-5.813283960000001,2013-11-01
廣東|广东,汕尾市,46.37836213333333,66.5339079,13.958609183333332,17.603335066666666,1.048255634,70.4134638,292.7784443333333,63.92870913333333,100023.21016666667,-5.290220306666667,-5.871594163333333,2013-11-01
廣東|广东,江门市,53.813352099999996,80.70071163333334,23.664210533333335,42.1474676,0.9156586523333333,55.5614943,292.99841833333335,64.70981193333334,100963.99516666666,-4.686303333333333,-6.479100383333333,2013-11-01
廣東|广东,河源市,46.580876800000006,63.65168006666667,15.983439166666667,18.529955433333335,0.9659510483333332,59.32323566666666,290.0516006666667,64.10841586666666,98536.38376666667,-2.89928736,-5.628103211666667,2013-11-01
廣東|广东,深圳市,47.85280256666667,73.74772026666666,13.351974126666667,39.17234603333333,1.1173086853333334,53.33424436666667,292.98300233333333,62.6483934,100953.4541,-5.5599363366666665,-5.73682374,2013-11-01
廣東|广东,清远市,56.474749366666664,71.51450546666666,23.615474433333336,23.719754566666666,0.9629883023333333,52.0837034,289.489593,60.234049633333335,98038.67956666667,-3.0962878873333333,-5.388473362333333,2013-11-01
廣東|广东,湛江市,46.8833703,58.21416036666667,16.9940778,13.733029539999999,0.7771086613333333,56.35809226666667,294.65527533333335,67.9061128,101330.7781,-5.3911944646666665,-4.627557729,2013-11-01
廣東|广东,潮州市,40.92504406666667,62.585460266666665,15.43517705,20.036163900000002,0.9703454583333334,64.11328483333334,292.23377266666665,64.32613973333333,99773.4179,-5.039029836333333,-5.633799003333333,2013-11-01
廣東|广东,珠海市,41.682301,62.625819299999996,18.1049801,36.90453356666667,0.7706643296666666,57.74525366666667,294.265116,67.94112486666667,101553.27536666667,-5.52948379,-6.459769116666666,2013-11-01
廣東|广东,肇庆市,54.54681166666667,73.12579000000001,19.723056433333333,22.775818466666667,0.8890571279999999,52.4478265,291.258837,59.2379629,99644.71310000001,-4.62644602,-4.636023858666666,2013-11-01
廣東|广东,茂名市,51.49711836666667,64.48105566666666,19.632467766666664,16.012618383333333,0.7845136676666667,59.823576,292.8854563333333,62.96287446666667,99549.53563333333,-6.0486912466666665,-4.8486508299999995,2013-11-01
廣東|广东,阳江市,52.0739286,73.21258386666666,20.11816575,24.6982094,0.7846655713333333,67.72034713333333,292.34881866666666,64.78965583333334,100107.0632,-4.747911576666667,-6.4776158766666665,2013-11-01
